"Inizio dei report","Fine dei report","Nome dell'inserzione","Pubblicazione dell'inserzione","Impostazione di attribuzione",Risultati,"Indicatore di risultato",Copertura,Frequenza,"Costo per risultati","Budget del gruppo di inserzioni","Tipo di budget del gruppo di inserzioni","Importo speso (EUR)",Fine,"Valutazione della qualità","Valutazione del tasso di coinvolgimento","Classificazione tasso di conversione",Impression,"CPM (costo per 1000 impression) (EUR)","Clic sul link",shop_clicks,"CPC (costo per clic sul link) (EUR)","CTR (tasso di clic sul link)","Clic (tutti)","CTR (tutti)","CPC (tutti i clic) (EUR)","Visualizzazioni della pagina di destinazione","Costo per visualizzazione della pagina di destinazione (EUR)","Visite al profilo Instagram","Follower di Instagram","Interazione con la Pagina","Acquisto BEAM","Costo per tipo di azione Acquisto BEAM","Inizio acquisto BEAM","Costo per tipo di azione Inizio acquisto BEAM","Lead Report BEAM","Costo per tipo di azione Lead Report BEAM","Nome della campagna","Nome del gruppo di inserzioni"
2025-11-01,2026-05-31,creative,not_delivering,"7 giorni dal clic o 1 giorno dalla visualizzazione",1047,actions:post_engagement,2252,1.059947,0.00366762,"Uso del budget della campagna",0,3.84,"In corso",-,-,-,2387,1.608714,3,,1.28,0.125681,4,0.167574,0.96,,,1,0,1047,,,,,,,"[MACC] BEAM | Lead | Manychat","BROAD IT"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic o 1 giorno dalla visualizzazione",241,actions:post_engagement,612,1.017974,0.00394191,"Uso del budget della campagna",0,0.95,"In corso",-,-,-,623,1.52488,,,,,0,0,0,,,0,0,241,,,,,,,"[MACC] BEAM | Lead | Manychat","BROAD IT"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic o 1 giorno dalla visualizzazione",92,actions:post_engagement,214,1.014019,0.00380435,"Uso del budget della campagna",0,0.35,"In corso",-,-,-,217,1.612903,,,,,0,0,0,,,0,0,92,,,,,,,"[MACC] BEAM | Lead | Manychat","BROAD IT"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic o 1 giorno dalla visualizzazione",1525,actions:post_engagement,2926,1.037594,0.0036,"Uso del budget della campagna",0,5.49,"In corso",-,-,-,3036,1.8083,2,,2.745,0.065876,6,0.197628,0.915,,,3,0,1525,,,,,,,"[MACC] BEAM | Lead | Manychat","BROAD IT"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic o 1 giorno dalla visualizzazione",500,actions:post_engagement,1143,1.045494,0.00384,"Uso del budget della campagna",0,1.92,"In corso",-,-,-,1195,1.606695,3,,0.64,0.251046,4,0.334728,0.48,,,1,0,500,,,,,,,"[MACC] BEAM | Lead | Manychat","HOSPITALITY IT"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic o 1 giorno dalla visualizzazione",347,actions:post_engagement,719,1.020862,0.00394813,"Uso del budget della campagna",0,1.37,"In corso",-,-,-,734,1.866485,,,,,0,0,0,,,0,0,347,,,,,,,"[MACC] BEAM | Lead | Manychat","HOSPITALITY IT"
2025-11-01,2026-05-31,creative,not_delivering,"7 giorni dal clic o 1 giorno dalla visualizzazione",444,actions:post_engagement,896,1.027902,0.0036036,"Uso del budget della campagna",0,1.6,"In corso",-,-,-,921,1.737242,,,,,2,0.217155,0.8,,,2,0,444,,,,,,,"[MACC] BEAM | Lead | Manychat","HOSPITALITY IT"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic o 1 giorno dalla visualizzazione",2647,actions:post_engagement,4996,1.043835,0.00363808,"Uso del budget della campagna",0,9.63,"In corso",-,-,-,5215,1.846596,6,,1.605,0.115053,15,0.287632,0.642,,,5,0,2647,,,,,,,"[MACC] BEAM | Lead | Manychat","HOSPITALITY IT"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic o 1 giorno dalla visualizzazione",1204,actions:post_engagement,2533,1.051323,0.00430233,"Uso del budget della campagna",0,5.18,"In corso",-,-,-,2663,1.945175,3,,1.726667,0.112655,5,0.187758,1.036,,,1,0,1204,,,,,,,"[MACC] BEAM | Lead | Manychat","TURISMO IT"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic o 1 giorno dalla visualizzazione",9549,actions:post_engagement,16876,1.120171,0.00357734,"Uso del budget della campagna",0,34.16,"In corso",-,-,-,18904,1.807025,14,,2.44,0.074058,29,0.153407,1.177931,,,12,0,9549,,,,,,,"[MACC] BEAM | Lead | Manychat","TURISMO IT"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic o 1 giorno dalla visualizzazione",1585,actions:post_engagement,3601,1.014163,0.00361514,"Uso del budget della campagna",0,5.73,"In corso",-,-,-,3652,1.569003,3,,1.91,0.082147,6,0.164294,0.955,,,3,0,1585,,,,,,,"[MACC] BEAM | Lead | Manychat","TURISMO IT"
2025-11-01,2026-05-31,creative,not_delivering,"7 giorni dal clic o 1 giorno dalla visualizzazione",1905,actions:post_engagement,4203,1.01951,0.00377953,"Uso del budget della campagna",0,7.2,"In corso",-,-,-,4285,1.68028,2,,3.6,0.046674,4,0.093349,1.8,,,1,0,1905,,,,,,,"[MACC] BEAM | Lead | Manychat","TURISMO IT"
