"Inizio dei report","Fine dei report","Nome dell'inserzione","Pubblicazione dell'inserzione","Impostazione di attribuzione",Risultati,"Indicatore di risultato",Copertura,Frequenza,"Costo per risultati","Budget del gruppo di inserzioni","Tipo di budget del gruppo di inserzioni","Importo speso (EUR)",Fine,"Valutazione della qualità","Valutazione del tasso di coinvolgimento","Classificazione tasso di conversione",Impression,"CPM (costo per 1000 impression) (EUR)","Clic sul link",shop_clicks,"CPC (costo per clic sul link) (EUR)","CTR (tasso di clic sul link)","Clic (tutti)","CTR (tutti)","CPC (tutti i clic) (EUR)","Visualizzazioni della pagina di destinazione","Costo per visualizzazione della pagina di destinazione (EUR)","Visite al profilo Instagram","Follower di Instagram","Interazione con la Pagina","Acquisto BEAM","Costo per tipo di azione Acquisto BEAM","Inizio acquisto BEAM","Costo per tipo di azione Inizio acquisto BEAM","Lead Report BEAM","Costo per tipo di azione Lead Report BEAM","Nome della campagna","Nome del gruppo di inserzioni"
2025-11-01,2026-05-31,"video corretto - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,518,1.254826,,10,Giornaliero,7.25,"In corso",-,-,-,650,11.153846,6,,1.208333,0.923077,10,1.538462,0.725,6,1.208333,3,0,139,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,751,1.611185,,10,Giornaliero,13.18,"In corso",-,-,-,1210,10.892562,14,,0.941429,1.157025,18,1.487603,0.732222,10,1.318,1,0,239,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,869,1.372842,,10,Giornaliero,11.81,"In corso",-,-,-,1193,9.899413,12,,0.984167,1.005868,20,1.676446,0.5905,12,0.984167,13,2,267,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,438,1.248858,,10,Giornaliero,5.94,"In corso",-,-,-,547,10.859232,3,,1.98,0.548446,7,1.279708,0.848571,2,2.97,6,1,87,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,619,1.287561,,10,Giornaliero,7.67,"In corso",-,-,-,797,9.623588,10,,0.767,1.254705,17,2.132999,0.451176,6,1.278333,5,2,170,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,751,1.390146,,10,Giornaliero,8.92,"In corso",-,-,-,1044,8.544061,16,,0.5575,1.532567,24,2.298851,0.371667,17,0.524706,6,3,193,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1309,1.542399,,10,Giornaliero,21.5,"In corso",-,-,-,2019,10.648836,32,,0.671875,1.584943,41,2.030708,0.52439,21,1.02381,11,2,503,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,342,1.225146,,10,Giornaliero,3.62,"In corso",-,-,-,419,8.639618,9,,0.402222,2.147971,9,2.147971,0.402222,8,0.4525,1,1,85,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - video corretti"
2025-11-01,2026-05-31,"statica corretta - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - statiche corrette"
2025-11-01,2026-05-31,"statica corretta - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - statiche corrette"
2025-11-01,2026-05-31,"statica corretta - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - statiche corrette"
2025-11-01,2026-05-31,"statica corretta - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - statiche corrette"
2025-11-01,2026-05-31,"statica corretta - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - statiche corrette"
2025-11-01,2026-05-31,"statica corretta - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - statiche corrette"
2025-11-01,2026-05-31,"statica corretta - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - statiche corrette"
2025-11-01,2026-05-31,"statica corretta - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - statiche corrette"
2025-11-01,2026-05-31,"statica corretta - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - statiche corrette"
2025-11-01,2026-05-31,"statica corretta - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - statiche corrette"
2025-11-01,2026-05-31,"statica corretta - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - statiche corrette"
2025-11-01,2026-05-31,"statica corretta - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - statiche corrette"
2025-11-01,2026-05-31,"statica - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,627,1.346093,,10,Giornaliero,3.96,"In corso",-,-,-,844,4.691943,3,,1.32,0.35545,11,1.303318,0.36,2,1.98,3,0,5,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - statiche"
2025-11-01,2026-05-31,"statica - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,290,1.293103,,10,Giornaliero,1.72,"In corso",-,-,-,375,4.586667,1,,1.72,0.266667,1,0.266667,1.72,1,1.72,0,0,4,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - statiche"
2025-11-01,2026-05-31,"statica - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,108,1.314815,,10,Giornaliero,0.96,"In corso",-,-,-,142,6.760563,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - statiche"
2025-11-01,2026-05-31,"statica - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1,1,,10,Giornaliero,0,"In corso",-,-,-,1,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - statiche"
2025-11-01,2026-05-31,statica,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - statiche"
2025-11-01,2026-05-31,"statica - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - statiche"
2025-11-01,2026-05-31,"statica - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - statiche"
2025-11-01,2026-05-31,"statica - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1,1,,10,Giornaliero,0,"In corso",-,-,-,1,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - statiche"
2025-11-01,2026-05-31,video,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - video"
2025-11-01,2026-05-31,"video - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - video"
2025-11-01,2026-05-31,"video - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - video"
2025-11-01,2026-05-31,"video - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - video"
2025-11-01,2026-05-31,"video - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - video"
2025-11-01,2026-05-31,"video - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,42,1.190476,,10,Giornaliero,0.26,"In corso",-,-,-,50,5.2,,,,,0,0,0,,,0,0,8,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - video"
2025-11-01,2026-05-31,"video - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,44,1.295455,,10,Giornaliero,0.23,"In corso",-,-,-,57,4.035088,,,,,0,0,0,,,0,0,4,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - video"
2025-11-01,2026-05-31,"video - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,63,1.142857,,10,Giornaliero,0.21,"In corso",-,-,-,72,2.916667,,,,,1,1.388889,0.21,,,1,0,9,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - video"
2025-11-01,2026-05-31,"video - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,180,1.25,,10,Giornaliero,1.92,"In corso",-,-,-,225,8.533333,6,,0.32,2.666667,7,3.111111,0.274286,5,0.384,3,0,43,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - video"
2025-11-01,2026-05-31,"video - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,998,1.339679,,10,Giornaliero,8.85,"In corso",-,-,-,1337,6.619297,11,,0.804545,0.822737,24,1.795064,0.36875,9,0.983333,6,0,282,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - video"
2025-11-01,2026-05-31,"video - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - video"
2025-11-01,2026-05-31,"video - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - video"
2025-11-01,2026-05-31,"video - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - video"
2025-11-01,2026-05-31,"video - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2,1,,10,Giornaliero,0,"In corso",-,-,-,2,0,,,,,0,0,0,,,0,0,1,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - video"
2025-11-01,2026-05-31,"video - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2,1,,10,Giornaliero,0,"In corso",-,-,-,2,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI DE - video"
2025-11-01,2026-05-31,"video corretto",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,342,1.28655,,10,Giornaliero,3.55,"In corso",-,-,-,440,8.068182,5,,0.71,1.136364,7,1.590909,0.507143,5,0.71,3,0,95,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - video corretti"
2025-11-01,2026-05-31,"video corretto - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,943,1.417815,,10,Giornaliero,11.34,"In corso",-,-,-,1337,8.481675,7,,1.62,0.52356,15,1.121915,0.756,6,1.89,4,1,243,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - video corretti"
2025-11-01,2026-05-31,"video - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,271,1.350554,,15,Giornaliero,6.78,"In corso",-,-,-,366,18.52459,7,,0.968571,1.912568,7,1.912568,0.968571,4,1.695,0,0,109,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY IT - video"
2025-11-01,2026-05-31,"video - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,575,1.363478,,15,Giornaliero,12.77,"In corso",-,-,-,784,16.288265,16,,0.798125,2.040816,21,2.678571,0.608095,9,1.418889,8,2,198,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY IT - video"
2025-11-01,2026-05-31,"statica - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2061,1.428433,,10,Giornaliero,21.47,"In corso",-,-,-,2944,7.292799,25,,0.8588,0.849185,42,1.42663,0.51119,21,1.022381,8,3,35,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY IT - statiche"
2025-11-01,2026-05-31,"video - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2303,1.218845,,15,Giornaliero,23.35,"In corso",-,-,-,2807,8.318489,30,,0.778333,1.068757,46,1.63876,0.507609,27,0.864815,14,2,666,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY IT - video"
2025-11-01,2026-05-31,"statica - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,840,1.408333,,10,Giornaliero,6.51,"In corso",-,-,-,1183,5.502959,7,,0.93,0.591716,11,0.929839,0.591818,6,1.085,1,0,12,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY IT - statiche"
2025-11-01,2026-05-31,"statica - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,943,1.400848,,10,Giornaliero,7.46,"In corso",-,-,-,1321,5.647237,16,,0.46625,1.211204,16,1.211204,0.46625,8,0.9325,1,0,20,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY IT - statiche"
2025-11-01,2026-05-31,video,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,251,1.366534,,15,Giornaliero,2.87,"In corso",-,-,-,343,8.367347,32,,0.089688,9.329446,28,8.163265,0.1025,21,0.136667,0,0,144,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY IT - video"
2025-11-01,2026-05-31,"statica - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,850,1.587059,,10,Giornaliero,5.78,"In corso",-,-,-,1349,4.284655,16,,0.36125,1.186064,19,1.408451,0.304211,9,0.642222,1,0,17,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY IT - statiche"
2025-11-01,2026-05-31,"video - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2687,1.595087,,10,Giornaliero,35.99,"In corso",-,-,-,4286,8.397107,50,,0.7198,1.166589,73,1.70322,0.493014,38,0.947105,14,3,841,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI IT - video"
2025-11-01,2026-05-31,"statica - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1229,1.488202,,10,Giornaliero,12.47,"In corso",-,-,-,1829,6.817933,21,,0.59381,1.148168,29,1.585566,0.43,16,0.779375,7,1,31,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI IT - statiche"
2025-11-01,2026-05-31,"statica - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,958,1.866388,,10,Giornaliero,10.29,"In corso",-,-,-,1788,5.755034,13,,0.791538,0.727069,17,0.950783,0.605294,10,1.029,1,0,18,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI IT - statiche"
2025-11-01,2026-05-31,"video - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2220,1.385586,,10,Giornaliero,23.96,"In corso",-,-,-,3076,7.789337,38,,0.630526,1.235371,63,2.048114,0.380317,29,0.826207,24,7,634,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI IT - video"
2025-11-01,2026-05-31,"statica - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1641,1.566728,,10,Giornaliero,18.34,"In corso",-,-,-,2571,7.133411,13,,1.410769,0.50564,26,1.01128,0.705385,9,2.037778,5,1,22,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI IT - statiche"
2025-11-01,2026-05-31,video,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,95,1.147368,,10,Giornaliero,0.76,"In corso",-,-,-,109,6.972477,3,,0.253333,2.752294,5,4.587156,0.152,2,0.38,2,0,27,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI IT - video"
2025-11-01,2026-05-31,"video - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,224,1.254464,,10,Giornaliero,3.41,"In corso",-,-,-,281,12.135231,4,,0.8525,1.423488,6,2.135231,0.568333,2,1.705,2,0,62,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI IT - video"
2025-11-01,2026-05-31,"statica - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1626,1.571956,,10,Giornaliero,10.57,"In corso",-,-,-,2556,4.135368,11,,0.960909,0.43036,16,0.625978,0.660625,6,1.761667,1,0,22,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI IT - statiche"
2025-11-01,2026-05-31,"video - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,813,1.558426,,10,Giornaliero,15.03,"In corso",-,-,-,1267,11.862668,19,,0.791053,1.499605,27,2.131018,0.556667,11,1.366364,6,1,344,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI IT - video"
2025-11-01,2026-05-31,statica,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,773,1.495472,,10,Giornaliero,6.49,"In corso",-,-,-,1156,5.614187,11,,0.59,0.951557,13,1.124567,0.499231,8,0.81125,2,0,12,,,,,,,"[MACC] BEAM | Ticket Purchase","CALDI IT - statiche"
2025-11-01,2026-05-31,statica,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - statiche"
2025-11-01,2026-05-31,"statica - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - statiche"
2025-11-01,2026-05-31,"statica - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2,1,,10,Giornaliero,0,"In corso",-,-,-,2,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - statiche"
2025-11-01,2026-05-31,"statica - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,7,1,,10,Giornaliero,0,"In corso",-,-,-,7,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - statiche"
2025-11-01,2026-05-31,"statica - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,10,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD DE - statiche"
2025-11-01,2026-05-31,statica,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,272,1.25,,10,Giornaliero,1.38,"In corso",-,-,-,340,4.058824,,,,,0,0,0,,,0,0,1,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - statiche"
2025-11-01,2026-05-31,"statica - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,212,1.264151,,10,Giornaliero,1.16,"In corso",-,-,-,268,4.328358,1,,1.16,0.373134,2,0.746269,0.58,1,1.16,0,0,2,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY DE - statiche"
